Ts_code,Holder_name,Holder_amount,Hold_ratio
688017.SH,左昱昱,2455.9,20.4
688017.SH,左晶,2455.9,20.4
688017.SH,先进制造产业投资基金(有限合伙),922,7.66
688017.SH,孙雪珍,806.94,6.7
688017.SH,上海谱润创业投资合伙企业(有限合伙),635.2,5.27
688017.SH,中国工商银行股份有限公司-东方红启恒三年持有期混合型证券投资基金,449.33,3.73
688017.SH,许霖杰,313.3,2.6
688017.SH,苏州方广二期创业投资合伙企业(有限合伙),212.5,1.76
688017.SH,UBS AG,157.43,1.31
688017.SH,摩根资产管理(新加坡)有限公司-摩根中国A股市场机会基金,145.4,1.21
688157.SH,长沙茂松科技有限公司,3848.8,48.35
688157.SH,长沙松源企业管理咨询合伙企业(有限合伙),622.6,7.82
688157.SH,颜耀凡,213.14,2.68
688157.SH,伍松,212.25,2.67
688157.SH,杨波,169.8,2.13
688157.SH,戴林成,158.6,1.99
688157.SH,招商银行股份有限公司-睿远成长价值混合型证券投资基金,115.89,1.46
688157.SH,王卫国,99.17,1.25
688157.SH,招商银行股份有限公司-交银施罗德新成长混合型证券投资基金,97.04,1.22
688157.SH,中国工商银行股份有限公司-申万菱信新经济混合型证券投资基金,90.13,1.13
688047.SH,北京天童芯源科技有限公司,8631.61,21.53
688047.SH,北京中科算源资产管理有限公司,7747.75,19.32
688047.SH,宁波中科百孚股权投资合伙企业(有限合伙),5165.17,12.88
688047.SH,横琴利禾博股权投资基金(有限合伙),3615.62,9.02
688047.SH,北京工业发展投资管理有限公司,2582.58,6.44
688047.SH,深圳芯龙投资合伙企业(有限合伙),1749.76,4.36
688047.SH,宁波鼎晖祁贤股权投资合伙企业(有限合伙),1749.76,4.36
688047.SH,北京天童芯正科技发展中心(有限合伙),1291.29,3.22
688047.SH,上海鼎晖华蕴创业投资中心(有限合伙),1291.29,3.22
688047.SH,北京天童芯源投资管理中心(有限合伙),1291.29,3.22
688320.SH,王项彬,2238.07,14.82
688320.SH,Alpha Achieve Limited,1536.38,10.17
688320.SH,衢州禾川投资管理中心(有限合伙),1391.99,9.22
688320.SH,项亨会,1091.57,7.23
688320.SH,龙游联龙股权投资基金合伙企业(有限合伙),782.61,5.18
688320.SH,魏中浩,669.76,4.44
688320.SH,深圳市达晨晨鹰二号股权投资企业(有限合伙),645.44,4.27
688320.SH,徐晓杰,458.6,3.04
688320.SH,中金禾川1号员工参与科创板战略配售集合资产管理计划,377.6,2.5
688320.SH,张家港国弘智能制造投资企业(有限合伙),344.22,2.28
688325.SH,东莞市伟途投资管理合伙企业(有限合伙),1761.06,22.01
688325.SH,上海武岳峰集成电路股权投资合伙企业(有限合伙),977.87,12.22
688325.SH,上海物联网二期创业投资基金合伙企业(有限合伙),579.04,7.24
688325.SH,苏州邦盛赢新创业投资企业(有限合伙),567.46,7.09
688325.SH,珠海市聚核投资合伙企业(有限合伙),480,6
688325.SH,北京武岳峰亦合高科技产业投资合伙企业(有限合伙),334.89,4.19
688325.SH,东莞市微合投资管理合伙企业(有限合伙),264.25,3.3
688325.SH,上海岭观企业管理合伙企业(有限合伙),241.12,3.01
688325.SH,深圳市前海弘盛技术有限公司,210.58,2.63
688325.SH,深圳市毕方一号投资中心(有限合伙),205.27,2.57
688533.SH,苏州上声投资管理有限公司,4200,26.25
688533.SH,共青城同泰投资管理合伙企业(有限合伙),3000,18.75
688533.SH,苏州市相城区元和街道集体资产经营公司,2899.2,18.12
688533.SH,苏州市相城区无线电元件一厂,1900.8,11.88
688533.SH,东吴证券-招商银行-东吴证券上声电子员工参与科创板战略配售集合资产管理计划,400,2.5
688533.SH,全国社保基金一一六组合,128.74,0.8
688533.SH,中国银行股份有限公司-泰达宏利转型机遇股票型证券投资基金,119.32,0.75
688533.SH,东吴创新资本管理有限责任公司,111.95,0.7
688533.SH,中国银行股份有限公司-国联安优选行业混合型证券投资基金,93.16,0.58
688533.SH,中国银行股份有限公司-平安匠心优选混合型证券投资基金,88.92,0.56
600272.SH,上海开开(集团)有限公司,6440.98,26.51
600272.SH,上海静安国有资产经营有限公司,600,2.47
600272.SH,上海金兴贸易公司,300,1.23
600272.SH,HAITONG INTERNATIONAL SECURITIES COMPANY LIMITED-ACCOUNT CLIENT,101.01,0.42
600272.SH,上海九百(集团)有限公司,88,0.36
600272.SH,BOCI SECURITIES LIMITED,86.27,0.36
600272.SH,王镇霖,75.86,0.31
600272.SH,姜毓萍,75.38,0.31
600272.SH,周博,69.7,0.29
600272.SH,顾琴华,65.36,0.27
601101.SH,北京能源集团有限责任公司,75967.8,63.31
601101.SH,中国中煤能源集团有限公司,2231.43,1.86
601101.SH,北京久阳润泉资本管理中心(有限合伙)-润泉东方2期私募证券投资基金,644.15,0.54
601101.SH,招商证券股份有限公司-建信中小盘先锋股票型证券投资基金,623.42,0.52
601101.SH,招商银行股份有限公司-中欧红利优享灵活配置混合型证券投资基金,585.4,0.49
601101.SH,中国农业银行股份有限公司-中邮核心优势灵活配置混合型证券投资基金,502.5,0.42
601101.SH,中欧基金-农业银行-中国太平洋人寿股票相对收益型产品(保额分红)委托投资计划,465.62,0.39
601101.SH,中国工商银行股份有限公司-申万菱信新动力混合型证券投资基金,463.69,0.39
601101.SH,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,457.56,0.38
601101.SH,中国银行股份有限公司-建信创新驱动混合型证券投资基金,423.94,0.35
603656.SH,许大红,5660.32,36.89
603656.SH,葛苏徽,903.52,5.89
603656.SH,颜天信,892.37,5.82
603656.SH,唐麟,809.68,5.28
603656.SH,天津海达创业投资管理有限公司,381.86,2.49
603656.SH,郭芃,317.32,2.07
603656.SH,上海万钲祥金属材料有限公司,175.19,1.14
603656.SH,上海君翼投资管理有限公司-君翼量化2号基金,149.06,0.97
603656.SH,吴建同,99.71,0.65
603656.SH,黄慧丽,83.9,0.55
603758.SH,YUANMING TANG,28799.82,65.63
603758.SH,上海祥禾泓安股权投资合伙企业(有限合伙),755.22,1.72
603758.SH,唐梓长,685,1.56
603758.SH,上海泓成创业投资合伙企业(有限合伙),511.32,1.17
603758.SH,上海祥禾涌安股权投资合伙企业(有限合伙),488.46,1.11
603758.SH,张于书,394.86,0.9
603758.SH,张华鸣,360,0.82
603758.SH,唐亚东,330.53,0.75
603758.SH,罗小川,245,0.56
603758.SH,杨力,239.87,0.55
603319.SH,许仲秋,3138.71,19.54
603319.SH,许文慧,1240.96,7.73
603319.SH,国泰基金-交通银行-国泰基金博远20号集合资产管理计划,317.56,1.98
603319.SH,中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金,277.28,1.73
603319.SH,周勇,271.37,1.69
603319.SH,袁春华,261.99,1.63
603319.SH,王雄,243.44,1.52
603319.SH,国泰基金-上海银行-国泰基金格物2号集合资产管理计划,229.68,1.43
603319.SH,上海国际信托有限公司,177.1,1.1
603319.SH,王静,165.36,1.03
605050.SH,崔建华,12781,29.38
605050.SH,上海人科投资管理合伙企业(有限合伙),12375,28.45
605050.SH,上海傅桐企业管理咨询合伙企业(有限合伙),4500,10.34
605050.SH,崔建兵,3195,7.34
605050.SH,上海行盛投资合伙企业(有限合伙),3150,7.24
605050.SH,许磊,135,0.31
605050.SH,许喆,103,0.24
605050.SH,李亮,82.05,0.19
605050.SH,邬瑞邦,55.6,0.13
605050.SH,王云法,48,0.11
600361.SH,北京华联集团投资控股有限公司,19419.6,29.17
600361.SH,海南亿雄商业投资管理有限公司,9024.83,13.55
600361.SH,洋浦万利通科技有限公司,7806.35,11.72
600361.SH,陈素青,802.63,1.21
600361.SH,北京华联商厦股份有限公司,354.9,0.53
600361.SH,孙海涛,335,0.5
600361.SH,沈成荣,257.51,0.39
600361.SH,周学红,249.55,0.37
600361.SH,李继芳,220.76,0.33
600361.SH,靖鸽,181.36,0.27
600829.SH,哈药集团股份有限公司,43389.44,74.82
600829.SH,方韶军,452.73,0.78
600829.SH,UBS AG,365.85,0.63
600829.SH,姚志平,170.69,0.29
600829.SH,吴爱德,110,0.19
600829.SH,黄菊霞,107.5,0.19
600829.SH,中国民生银行股份有限公司-金元顺安元启灵活配置混合型证券投资基金,107.13,0.18
600829.SH,中国国际金融香港资产管理有限公司-客户资金2,100.15,0.17
600829.SH,付银凤,75.54,0.13
600829.SH,李晨,74,0.13
603530.SH,上海神马电力控股有限公司,27000,62.46
603530.SH,陈小琴,9000,20.82
603530.SH,南通苏通集成电路重大产业项目投资基金合伙企业(有限合伙),759.88,1.76
603530.SH,南通产业控股集团有限公司,379.94,0.88
603530.SH,国网英大产业投资基金管理有限公司-龙岩鑫达股权投资中心(有限合伙),227.96,0.53
603530.SH,沈行迪,31.25,0.07
603530.SH,MORGAN STANLEY & CO. INTERNATIONAL PLC.,31.01,0.07
603530.SH,管仲,27.11,0.06
603530.SH,黄林娟,23.72,0.05
603530.SH,郑明滨,22.5,0.05
603322.SH,梁建华,4903.5,30.62
603322.SH,横琴广金美好基金管理有限公司-广金美好薛定谔二号私募证券投资基金,900,5.62
603322.SH,孟迪丽,814.55,5.09
603322.SH,广州诚信创业投资有限公司,694.81,4.34
603322.SH,邱晓华,660.89,4.13
603322.SH,天津久德长盛股权投资基金合伙企业(有限合伙),335.89,2.1
603322.SH,钟海辉,162.11,1.01
603322.SH,万军,153.4,0.96
603322.SH,王浩,104.98,0.66
603322.SH,铸锋资产管理(北京)有限公司-铸锋纯钧6号私募证券投资基金,98.9,0.62
600213.SH,潍柴(扬州)亚星汽车有限公司,17820,62.31
600213.SH,胡祖平,509.09,1.78
600213.SH,周岭松,180.51,0.63
600213.SH,吴春燕,160.7,0.56
600213.SH,孙浩喃,86.25,0.3
600213.SH,赵爽,84.11,0.29
600213.SH,孙丽,65.33,0.23
600213.SH,揭凯,65,0.23
600213.SH,许春凤,65,0.23
600213.SH,琚泽平,63.66,0.22
600513.SH,江苏联环药业集团有限公司,10871.85,37.75
600513.SH,国药集团药业股份有限公司,375.21,1.3
600513.SH,UBS AG,313.92,1.09
600513.SH,上海意定投资管理有限公司-上海意志坚定1期全天候证券投资基金,220,0.76
600513.SH,淮海天玺投资管理有限公司,174.99,0.61
600513.SH,张颖,128.51,0.45
600513.SH,吴吉林,105.24,0.37
600513.SH,贺国平,103.76,0.36
600513.SH,陈峰,101.63,0.35
600513.SH,翁焕钧,83.29,0.29
603330.SH,李哲龙,7726.82,32.5
603330.SH,李明健,3025.84,12.73
603330.SH,朴艺峰,1178.93,4.96
603330.SH,中国银行股份有限公司-华夏行业景气混合型证券投资基金,658.19,2.77
603330.SH,李顺玉,322.65,1.36
603330.SH,上海天洋热熔粘接材料股份有限公司-第一期员工持股计划,277.14,1.17
603330.SH,华夏基金-信泰人寿保险股份有限公司-分红产品-华夏基金-信泰人寿1号单一资产管理计划,233.55,0.98
603330.SH,李铁山,164.54,0.69
603330.SH,田文玉,160.52,0.68
603330.SH,马为民,147.35,0.62
600259.SH,广东省稀土产业集团有限公司,12937.25,38.45
600259.SH,刘益谦,762.05,2.27
600259.SH,广东省广晟控股集团有限公司,694.62,2.06
600259.SH,陈国奇,336.41,1
600259.SH,张建飞,267.92,0.8
600259.SH,济南江山投资合伙企业(有限合伙),248.08,0.74
600259.SH,长城证券股份有限公司,248.08,0.74
600259.SH,中国国际金融股份有限公司,200.73,0.6
600259.SH,UBS AG,189.71,0.56
600259.SH,济南瀚祥投资管理合伙企业(有限合伙),173.65,0.52
603527.SH,封全虎,8373.73,34.34
603527.SH,阮纪友,3067,12.58
603527.SH,上海科惠股权投资中心(有限合伙),1423.08,5.84
603527.SH,王金雷,1031.14,4.23
603527.SH,吴平,648.2,2.66
603527.SH,李明军,477.52,1.96
603527.SH,周丽,392,1.61
603527.SH,陶昌梅,250,1.03
603527.SH,黎文章,178.56,0.73
603527.SH,深圳资瑞兴投资有限公司-资瑞兴成长私募证券投资基金,168.95,0.69
603051.SH,汪加胜,3411.16,37.07
603051.SH,韩丽娜,662.48,7.2
603051.SH,广州日信宝安新材料产业投资中心(有限合伙),375.04,4.08
603051.SH,西藏聚兰德股权投资合伙企业(有限合伙),328.94,3.58
603051.SH,广发乾和投资有限公司,272.5,2.96
603051.SH,广州市鹿山信息咨询有限公司,233.45,2.54
603051.SH,唐舫成,220.83,2.4
603051.SH,广州海汇成长创业投资中心(有限合伙),201.75,2.19
603051.SH,广州穗开股权投资有限公司,175.33,1.91
603051.SH,郑妙华,157.08,1.71
605499.SH,林木勤,19896.74,49.74
605499.SH,天津君正投资管理合伙企业(有限合伙),3600,9
605499.SH,深圳市鲲鹏投资发展合伙企业(有限合伙),2575.92,6.44
605499.SH,林戴钦,2088.59,5.22
605499.SH,林木港,2088.59,5.22
605499.SH,蔡运生,928.26,2.32
605499.SH,陈海明,696.2,1.74
605499.SH,李达文,510.54,1.28
605499.SH,深圳市东鹏远道投资发展合伙企业(有限合伙),473,1.18
605499.SH,陈义敏,357.38,0.89
603728.SH,上海鸣志投资管理有限公司,23556,56.06
603728.SH,新永恒公司,3714.57,8.84
603728.SH,刘晋平,1404,3.34
603728.SH,兴业银行股份有限公司-天弘永利债券型证券投资基金,684.48,1.63
603728.SH,安信证券资管-安信资管创赢21号单一资产管理计划,650.01,1.55
603728.SH,上海凯康投资管理有限公司,468,1.11
603728.SH,金宝德实业(香港)有限公司,390,0.93
603728.SH,香港中央结算有限公司,385.3,0.92
603728.SH,中国工商银行股份有限公司-东方主题精选混合型证券投资基金,285.62,0.68
603728.SH,中国工商银行股份有限公司-诺安灵活配置混合型证券投资基金,270,0.64
603779.SH,深圳市仕乾投资发展有限公司,7418.3,22.29
603779.SH,于是资本管理(深圳)有限公司-于是鑫诚一号私募证券投资基金,6257.19,18.8
603779.SH,中铁宝盈资产-平安银行-中铁宝盈-润金1号资产管理计划,2135.63,6.42
603779.SH,杨光第,2012.8,6.05
603779.SH,王安荣,716.5,2.15
603779.SH,无锡通达进出口贸易有限公司,652.5,1.96
603779.SH,卢智伟,636.17,1.91
603779.SH,华研数据股份有限公司,435,1.31
603779.SH,深圳市中世邦投资有限公司,335.06,1.01
603779.SH,唐艳茹,315.27,0.95
603097.SH,张孝金,8400,52.5
603097.SH,张孝保,1600,10
603097.SH,张晨晨,800,5
603097.SH,徐州市铜山区众和商务信息服务中心(有限合伙),405,2.53
603097.SH,徐州市铜山区久泰商务信息服务中心(有限合伙),395,2.47
603097.SH,张孝玉,200,1.25
603097.SH,张孝银,200,1.25
603097.SH,甬兴证券有限公司,20.51,0.13
603097.SH,中国建设银行股份有限公司企业年金计划-中国工商银行股份有限公司,0.54,0
603097.SH,中国石油化工集团公司企业年金计划-中国工商银行股份有限公司,0.5,0
600969.SH,郴州市发展投资集团有限公司,7448.34,20.13
600969.SH,汝城县水电有限责任公司,2915.4,7.88
600969.SH,宜章县电力有限责任公司,2210.17,5.97
600969.SH,永兴县水利电力有限责任公司,1206.77,3.26
600969.SH,永兴银都投资发展集团有限公司,1177.5,3.18
600969.SH,宁波宁聚资产管理中心(有限合伙)-融通5号证券投资基金,1050,2.84
600969.SH,临武县水利电力有限责任公司,680.94,1.84
600969.SH,湖南省国有投资经营有限公司,459.98,1.24
600969.SH,彭伟燕,249.63,0.67
600969.SH,李福林,207.54,0.56
600348.SH,华阳新材料科技集团有限公司,133492.26,55.51
600348.SH,香港中央结算有限公司,10390.16,4.32
600348.SH,张甲子,1585.01,0.66
600348.SH,基本养老保险基金一零零三组合,1563.55,0.65
600348.SH,中国银行股份有限公司-易方达资源行业混合型证券投资基金,1055.37,0.44
600348.SH,卢连丰,1001.83,0.42
600348.SH,中国工商银行股份有限公司-国泰中证煤炭交易型开放式指数证券投资基金,942.83,0.39
600348.SH,汇添富基金管理股份有限公司-社保基金1103组合,789.52,0.33
600348.SH,王爱军,763.45,0.32
600348.SH,侯博元,712.18,0.3
601717.SH,泓羿投资管理(河南)合伙企业(有限合伙),27719.54,15.58
601717.SH,河南机械装备投资集团有限责任公司,24321.42,13.67
601717.SH,HKSCC NOMINEES LIMITED,22075.58,12.41
601717.SH,河南资产管理有限公司,6920.92,3.89
601717.SH,中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF),4130.76,2.32
601717.SH,香港中央结算有限公司,3351.69,1.88
601717.SH,YITAI GROUP (HONG KONG) CO LIMITED,2239.92,1.26
601717.SH,中国工商银行股份有限公司-交银施罗德趋势优先混合型证券投资基金,1943.91,1.09
601717.SH,蒋仕波,1937.61,1.09
601717.SH,李俊,1900,1.07
605588.SH,张建巍,4583.33,62.7
605588.SH,镇江冠翔企业管理中心(有限合伙),225,3.08
605588.SH,上海祥禾涌原股权投资合伙企业(有限合伙),164.47,2.25
605588.SH,门芳芳,141.67,1.94
605588.SH,上海涌济铧创股权投资合伙企业(有限合伙),109.65,1.5
605588.SH,宁波梅山保税港区涌杰股权投资合伙企业(有限合伙),109.65,1.5
605588.SH,宁波泷新股权投资合伙企业(有限合伙),98.68,1.35
605588.SH,王顺利,50,0.68
605588.SH,任伟,47.94,0.66
605588.SH,刘津海,8.71,0.12
603917.SH,施良才,1832.64,11.69
603917.SH,樊开曙,1605.26,10.24
603917.SH,施元直,1461.55,9.32
603917.SH,杨位本,1268.32,8.09
603917.SH,上海岱熹投资管理有限公司-岱熹战略新兴产业成长一号私募证券投资基金,940.8,6
603917.SH,福州中青私募基金管理有限公司-中青新能源战略投资一号私募股权投资基金,784,5
603917.SH,樊开源,560,3.57
603917.SH,施定威,371.09,2.37
603917.SH,蔡振贤,273.67,1.75
603917.SH,李和义,206.89,1.32
603015.SH,RED FACTOR LIMITED,16113.14,39.86
603015.SH,宁波帮帮忙贸易有限公司,5950,14.72
603015.SH,一园科技股份有限公司,434.18,1.07
603015.SH,张淑文,290.39,0.72
603015.SH,嘉兴市秀洲区天丰小额贷款有限公司,235,0.58
603015.SH,韦红,132.14,0.33
603015.SH,梁世增,125.33,0.31
603015.SH,中国民生银行股份有限公司-金元顺安元启灵活配置混合型证券投资基金,110,0.27
603015.SH,宁波和圆投资管理合伙企业(有限合伙),84.54,0.21
603015.SH,阳光资产-工商银行-主动量化1号资产管理产品,70,0.17
688116.SH,TAO ZHENG,2350.75,10.12
688116.SH,共青城新奈共成投资管理合伙企业(有限合伙),961.7,4.14
688116.SH,镇江新奈智汇科技服务企业(有限合伙),902.33,3.89
688116.SH,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,530.93,2.29
688116.SH,共青城日盛天宸投资合伙企业(有限合伙),483.76,2.08
688116.SH,MEIJIE ZHANG,477.27,2.06
688116.SH,中国邮政储蓄银行有限责任公司-东方增长中小盘混合型开放式证券投资基金,450.8,1.94
688116.SH,江苏今创投资经营有限公司,389.76,1.68
688116.SH,深圳新宙邦科技股份有限公司,384.85,1.66
688116.SH,上海浦东发展银行股份有限公司-景顺长城新能源产业股票型证券投资基金,357.69,1.54
600477.SH,单银木,90471.38,38.19
600477.SH,国泰君安证券股份有限公司,2935.6,1.24
600477.SH,陆拥军,2624.67,1.11
600477.SH,交通银行股份有限公司-广发中证基建工程交易型开放式指数证券投资基金,2357.35,1
600477.SH,张振勇,2203.77,0.93
600477.SH,浙江国泰建设集团有限公司,2180.54,0.92
600477.SH,陈辉,1812.55,0.77
600477.SH,UBS AG,1619.27,0.68
600477.SH,陈素琴,1517.39,0.64
600477.SH,单际华,1490.49,0.63
603239.SH,李起富,12780,47.21
603239.SH,金桂云,3420,12.63
603239.SH,邵学军,1800,6.65
603239.SH,青岛伟晟投资管理股份有限公司-伟晟新坐标五号私募证券投资基金,178.93,0.66
603239.SH,上海季胜投资管理有限公司-季胜中玺伍号私募证券投资基金,171.73,0.63
603239.SH,凌花,103.68,0.38
603239.SH,屠伟敏,82.26,0.3
603239.SH,占家建,64.88,0.24
603239.SH,屠华敏,64.74,0.24
603239.SH,陶鹏宇,62.73,0.23
601886.SH,北京江河源控股有限公司,31564.52,27.35
601886.SH,刘载望,28930.79,25.07
601886.SH,天津江河汇众企业管理合伙企业(有限合伙),15613.76,13.53
601886.SH,北京城建集团有限责任公司,2724,2.36
601886.SH,交通银行股份有限公司-广发中证基建工程交易型开放式指数证券投资基金,657.42,0.57
601886.SH,中国农业银行-华夏平稳增长混合型证券投资基金,531.33,0.46
601886.SH,深圳市万顺通资产管理有限公司-万顺通13号私募证券投资基金,500.01,0.43
601886.SH,中国工商银行股份有限公司-交银施罗德趋势优先混合型证券投资基金,445.8,0.39
601886.SH,刘风莲,400,0.35
601886.SH,华泰金融控股(香港)有限公司-自有资金,350.32,0.3
600378.SH,中国昊华化工集团股份有限公司,59019.81,64.21
600378.SH,盈投控股有限公司,6132.38,6.67
600378.SH,国新投资有限公司,4680.41,5.09
600378.SH,国家军民融合产业投资基金有限责任公司,3785,4.12
600378.SH,中国农业银行股份有限公司-大成新锐产业混合型证券投资基金,1482.63,1.61
600378.SH,广发证券股份有限公司-大成睿景灵活配置混合型证券投资基金,957.74,1.04
600378.SH,中国华融资产管理股份有限公司,881.66,0.96
600378.SH,中国建设银行股份有限公司-银华富裕主题混合型证券投资基金,745.75,0.81
600378.SH,全国社保基金一一三组合,675.48,0.73
600378.SH,中国银行股份有限公司-大成景气精选六个月持有期混合型证券投资基金,595.89,0.65
600418.SH,安徽江淮汽车集团控股有限公司,61540.07,28.18
600418.SH,建投投资有限责任公司,9738.77,4.46
600418.SH,安徽省国有资本运营控股集团有限公司,9398.86,4.3
600418.SH,合肥市国有资产控股有限公司,7372.69,3.38
600418.SH,安徽省财政厅,3654.09,1.67
600418.SH,安徽省铁路发展基金股份有限公司,3281.55,1.5
600418.SH,上海浦东发展银行股份有限公司-景顺长城新能源产业股票型证券投资基金,2405.61,1.1
600418.SH,宁波银行股份有限公司-景顺长城成长龙头一年持有期混合型证券投资基金,1474.06,0.67
600418.SH,中信证券股份有限公司,1111.58,0.51
600418.SH,陈维恩,1021.43,0.47
688621.SH,利虔,2206.95,27.59
688621.SH,刘宇晶,433.37,5.42
688621.SH,杭州方汭投资合伙企业(有限合伙),285.23,3.57
688621.SH,邵妍,240,3
688621.SH,托新权,240,3
688621.SH,珠海景祥资本管理有限公司-佛山市景祥创利股权投资合伙企业(有限合伙),202.5,2.53
688621.SH,兴证证券资管-杭州银行-兴证资管鑫众阳光诺和1号员工战略配售集合资产管理计划,200,2.5
688621.SH,杭州凯泰民德投资合伙企业(有限合伙),184,2.3
688621.SH,民生证券投资有限公司,164.42,2.06
688621.SH,广州广发信德一期健康产业投资企业(有限合伙),160.78,2.01
688097.SH,苏州众二股权投资合伙企业(有限合伙),15472.8,38.44
688097.SH,江苏博众智能科技集团有限公司,12967.2,32.22
688097.SH,苏州众之三股权投资合伙企业(有限合伙),1080,2.68
688097.SH,苏州众十投资合伙企业(有限合伙),1080,2.68
688097.SH,苏州众一投资管理合伙企业(有限合伙),1080,2.68
688097.SH,苏州众之八股权投资合伙企业(有限合伙),720,1.79
688097.SH,苏州众之七股权投资合伙企业(有限合伙),720,1.79
688097.SH,苏州众六投资合伙企业(有限合伙),720,1.79
688097.SH,招银国际资本管理(深圳)有限公司-招银成长贰号投资(深圳)合伙企业(有限合伙),523.64,1.3
688097.SH,广东美的智能科技产业投资基金管理中心(有限合伙),360,0.89
